COUNTY_,NAME,MUNICIPAL_CODE,STATE,COUNTY,LOCAL,TOTAL
ST LAWRENCE       ,VILLAGE OF MASSENA            ,4042980,"$31,495.00","$5,955.00","$27,427.00","$64,877.00"
STEUBEN           ,TOWN OF ADDISON               ,4630020,"$18,897.00","$1,480.00","$5,985.00","$26,362.00"
STEUBEN           ,TOWN OF AVOCA                 ,4630440,"$239,984.00","$2,090.00","$50,854.00","$292,928.00"
STEUBEN           ,TOWN OF BATH                  ,4630560,"$140,391.00","$12,855.00","$45,675.00","$198,921.00"
STEUBEN           ,TOWN OF BRADFORD              ,4630860,"$6,187.00",-$10.00,"$2,280.00","$8,457.00"
STEUBEN           ,TOWN OF CAMERON               ,4631150,"$2,659.00","$1,200.00",$742.00,"$4,601.00"
STEUBEN           ,TOWN OF CAMPBELL              ,4631170,"$111,162.00","$7,427.00","$27,795.00","$146,384.00"
STEUBEN           ,TOWN OF CANISTEO              ,4631240,"$7,075.00","$2,516.00","$2,074.00","$11,665.00"
STEUBEN           ,TOWN OF CATON                 ,4631380,"$2,062.00",-$50.00,$466.00,"$2,478.00"
STEUBEN           ,TOWN OF COHOCTON              ,4631810,"$203,010.00","$3,213.00","$54,656.00","$260,879.00"
STEUBEN           ,TOWN OF CORNING               ,4632010,"$114,163.50","$9,725.00","$33,970.50","$157,859.00"
STEUBEN           ,TOWN OF DANSVILLE             ,4632160,"$83,249.25",$780.00,"$16,970.75","$101,000.00"
STEUBEN           ,TOWN OF ERWIN                 ,4632730,"$159,863.49","$7,310.00","$53,023.30","$220,196.79"
STEUBEN           ,TOWN OF FREMONT               ,4633040,"$39,391.75","$1,300.00","$7,341.75","$48,033.50"
STEUBEN           ,TOWN OF GREENWOOD             ,4633500,"$2,931.00",-$20.00,$532.00,"$3,443.00"
STEUBEN           ,TOWN OF HARTSVILLE            ,4633800,$841.00,$500.00,$255.00,"$1,596.00"
STEUBEN           ,TOWN OF HORNBY                ,4634030,"$12,180.00",$470.00,"$4,712.00","$17,362.00"
STEUBEN           ,TOWN OF HORNELLSVILLE         ,4634040,"$72,870.00","$6,180.00","$19,595.00","$98,645.00"
STEUBEN           ,TOWN OF HOWARD                ,4634070,"$11,823.00","$1,420.00","$3,440.00","$16,683.00"
STEUBEN           ,TOWN OF JASPER                ,4634250,"$4,410.00","$1,495.00",$931.00,"$6,836.00"
STEUBEN           ,TOWN OF LINDLEY               ,4634710,"$234,757.00","$2,940.00","$34,803.00","$272,500.00"
STEUBEN           ,TOWN OF PRATTSBURGH           ,4636880,"$45,793.00",-$15.00,"$9,906.50","$55,684.50"
STEUBEN           ,TOWN OF PULTENEY              ,4636940,"$4,739.00","$2,230.00","$2,013.00","$8,982.00"
STEUBEN           ,TOWN OF RATHBONE              ,4637000,"$1,896.00",-$10.00,"$1,005.00","$2,891.00"
STEUBEN           ,TOWN OF THURSTON              ,4638260,"$3,054.00",$0.00,"$1,425.00","$4,479.00"
STEUBEN           ,TOWN OF TROUPSBURG            ,4638340,"$1,585.00",-$10.00,$445.00,"$2,020.00"
STEUBEN           ,TOWN OF TUSCARORA             ,4638380,"$4,920.00",$470.00,"$1,607.00","$6,997.00"
STEUBEN           ,TOWN OF URBANA                ,4638480,"$34,278.00","$4,370.00","$9,674.50","$48,322.50"
STEUBEN           ,TOWN OF WAYLAND               ,4638820,"$344,212.00","$4,105.00","$59,295.00","$407,612.00"
STEUBEN           ,TOWN OF WAYNE                 ,4638830,"$5,949.00",$990.00,"$1,385.00","$8,324.00"
STEUBEN           ,TOWN OF WEST UNION            ,4639000,$171.00,$0.00,$132.00,$303.00
STEUBEN           ,TOWN OF WHEELER               ,4639050,"$8,556.00",$490.00,"$2,524.00","$11,570.00"
STEUBEN           ,TOWN OF WOODHULL              ,4639240,"$9,292.00",$3.00,"$2,525.00","$11,820.00"
STEUBEN           ,VILLAGE OF BATH               ,4640360,"$51,663.51","$6,702.00","$34,802.00","$93,167.51"
STEUBEN           ,VILLAGE OF CANISTEO           ,4640730,"$19,739.00","$4,222.00","$8,258.00","$32,219.00"
STEUBEN           ,VILLAGE OF COHOCTON           ,4641070,"$9,087.00",$730.00,"$6,299.00","$16,116.00"
STEUBEN           ,VILLAGE OF SAVONA             ,4644440,"$54,451.00","$1,065.00","$12,542.00","$68,058.00"
STEUBEN           ,VILLAGE OF WAYLAND            ,4645230,"$29,416.00","$4,270.00","$27,792.00","$61,478.00"
SUFFOLK           ,TOWN OF EAST HAMPTON          ,4732500,"$419,828.50","$56,754.50","$1,265,297.00","$1,741,880.00"
SUFFOLK           ,TOWN OF RIVERHEAD             ,4737160,"$537,544.46","$50,343.34","$405,855.35","$993,743.15"
SUFFOLK           ,TOWN OF SHELTER ISLAND        ,4737730,"$19,933.00","$2,480.00","$37,345.25","$59,758.25"
SUFFOLK           ,TOWN OF SOUTHAMPTON           ,4737870,"$422,590.00","$51,460.50","$888,544.00","$1,362,594.50"
SUFFOLK           ,TOWN OF SOUTHOLD              ,4737900,"$123,699.00","$21,410.00","$474,876.00","$619,985.00"
SUFFOLK           ,VILLAGE OF AMITYVILLE         ,4740150,"$63,305.00","$6,188.00","$173,711.78","$243,204.78"
SUFFOLK           ,VILLAGE OF ASHAROKEN          ,4740250,"$9,607.00",$0.00,"$79,041.00","$88,648.00"
SUFFOLK           ,VILLAGE OF BABYLON            ,4740310,"$2,186.00",$150.00,"$399,668.00","$402,004.00"
SUFFOLK           ,VILLAGE OF BELLE TERRE        ,4740400,$0.00,$0.00,"$81,346.00","$81,346.00"
SUFFOLK           ,VILLAGE OF BELLPORT           ,4740410,$340.00,$0.00,"$11,070.00","$11,410.00"
SUFFOLK           ,VILLAGE OF BRIGHTWATERS       ,4740540,$0.00,$0.00,"$30,975.00","$30,975.00"
SUFFOLK           ,VILLAGE OF HEAD OF THE HARBOR ,4742200,"$19,036.00",$0.00,"$18,870.00","$37,906.00"
SUFFOLK           ,VILLAGE OF HUNTINGTON BAY     ,4742420,"$4,707.00",$12.50,"$22,027.50","$26,747.00"
SUFFOLK           ,VILLAGE OF ISLANDIA           ,4742465,"$72,752.00",$0.00,"$294,274.00","$367,026.00"
SUFFOLK           ,VILLAGE OF LAKE GROVE         ,4742565,"$6,047.00",$0.00,"$41,887.00","$47,934.00"
SUFFOLK           ,VILLAGE OF LINDENHURST        ,4742720,"$9,304.00",$0.00,"$238,831.00","$248,135.00"
SUFFOLK           ,VILLAGE OF LLOYD HARBOR       ,4742770,"$2,277.00",$0.00,"$38,941.00","$41,218.00"
SUFFOLK           ,VILLAGE OF NISSEQUOGUE        ,4743450,"$2,983.00",$0.00,"$29,897.00","$32,880.00"
SUFFOLK           ,VILLAGE OF NORTHPORT          ,4743510,"$31,360.00","$7,060.00","$123,395.00","$161,815.00"
SUFFOLK           ,VILLAGE OF OCEAN BEACH        ,4743590,-$195.00,$17.50,"$28,360.00","$28,182.50"
SUFFOLK           ,VILLAGE OF OLD FIELD          ,4743620,$465.00,$0.00,"$2,794.00","$3,259.00"
SUFFOLK           ,VILLAGE OF PATCHOGUE          ,4743800,"$39,771.00",$0.00,"$459,228.39","$498,999.39"
SUFFOLK           ,VILLAGE OF POQUOTT            ,4744000,$100.00,$0.00,"$4,620.00","$4,720.00"
SUFFOLK           ,VILLAGE OF PORT JEFFERSON     ,4744045,"$7,857.00",$645.00,"$324,979.00","$333,481.00"
SUFFOLK           ,VILLAGE OF QUOGUE             ,4744120,"$27,711.00","$4,110.00","$49,470.00","$81,291.00"
SUFFOLK           ,VILLAGE OF SAG HARBOR         ,4744350,"$84,013.00","$16,877.50","$544,836.50","$645,727.00"
SUFFOLK           ,VILLAGE OF SALTAIRE           ,4744380,$0.00,$0.00,$125.00,$125.00
SUFFOLK           ,VILLAGE OF SHOREHAM           ,4744570,-$15.00,$0.00,$715.00,$700.00
SUFFOLK           ,VILLAGE OF SOUTHAMPTON        ,4744690,"$46,543.00","$9,778.80","$374,488.60","$430,810.40"
SUFFOLK           ,VILLAGE OF THE BRANCH         ,4745080,-$50.00,$300.00,"$21,910.93","$22,160.93"
SUFFOLK           ,VILLAGE OF WEST HAMPTON DUNES ,4745315,$10.00,-$10.00,"$4,995.00","$4,995.00"
SUFFOLK           ,VILLAGE OF WESTHAMPTON BEACH  ,4745310,"$23,077.80","$3,939.90","$98,195.80","$125,213.50"
SULLIVAN          ,TOWN OF BETHEL                ,4830700,"$71,604.00","$9,730.00","$91,446.50","$172,780.50"
SULLIVAN          ,TOWN OF CALLICOON             ,4831110,"$7,481.00",$320.00,"$5,784.50","$13,585.50"
SULLIVAN          ,TOWN OF COCHECTON             ,4831790,"$11,346.00","$1,620.00","$8,522.50","$21,488.50"
SULLIVAN          ,TOWN OF DELAWARE              ,4832260,"$8,566.00",$430.00,"$5,397.45","$14,393.45"
SULLIVAN          ,TOWN OF FALLSBURG             ,4832810,"$76,433.50","$10,915.00","$169,447.00","$256,795.50"
SULLIVAN          ,TOWN OF FORESTBURGH           ,4832930,"$4,722.00",$980.00,"$5,570.00","$11,272.00"
SULLIVAN          ,TOWN OF FREMONT               ,4833050,"$1,339.00",$0.00,$387.50,"$1,726.50"
SULLIVAN          ,TOWN OF HIGHLAND              ,4833910,"$18,808.00","$2,780.00","$13,651.80","$35,239.80"
SULLIVAN          ,TOWN OF LIBERTY               ,4834670,"$300,241.00","$10,967.00","$231,160.00","$542,368.00"
SULLIVAN          ,TOWN OF LUMBERLAND            ,4834870,"$5,084.00",$300.00,"$2,687.50","$8,071.50"
SULLIVAN          ,TOWN OF MAMAKATING            ,4835020,"$421,543.00","$16,145.75","$666,907.75","$1,104,596.50"
SULLIVAN          ,TOWN OF NEVERSINK             ,4835630,"$7,015.00","$1,370.00","$7,020.50","$15,405.50"
SULLIVAN          ,TOWN OF ROCKLAND              ,4837180,"$405,456.40","$1,675.00","$496,353.00","$903,484.40"
SULLIVAN          ,TOWN OF THOMPSON              ,4838230,"$390,374.90","$17,337.00","$404,421.00","$812,132.90"
SULLIVAN          ,TOWN OF TUSTEN                ,4838390,"$23,238.00","$2,820.00","$21,260.00","$47,318.00"
SULLIVAN          ,VILLAGE OF BLOOMINGBURG       ,4840470,"$2,254.00",-$10.00,"$4,614.00","$6,858.00"
SULLIVAN          ,VILLAGE OF MONTICELLO         ,4843200,"$25,075.50","$3,705.50","$72,531.90","$101,312.90"
SULLIVAN          ,VILLAGE OF WOODRIDGE          ,4845440,"$17,185.00","$1,270.00","$64,789.00","$83,244.00"
TIOGA             ,TOWN OF BARTON                ,4930540,"$33,840.00",-$80.00,"$8,897.50","$42,657.50"
TIOGA             ,TOWN OF BERKSHIRE             ,4930660,"$3,194.00",$240.00,"$1,105.00","$4,539.00"
TIOGA             ,TOWN OF CANDOR                ,4931220,"$18,708.00",$920.00,"$5,574.00","$25,202.00"
TIOGA             ,TOWN OF NEWARK VALLEY         ,4935650,"$14,243.00",$620.00,"$5,767.50","$20,630.50"
TIOGA             ,TOWN OF NICHOLS               ,4935850,"$222,795.50","$1,590.00","$39,412.00","$263,797.50"
TIOGA             ,TOWN OF OWEGO                 ,4936320,"$162,297.00","$6,235.00","$41,718.50","$210,250.50"
TIOGA             ,TOWN OF RICHFORD              ,4937090,"$9,900.00",$490.00,"$1,785.00","$12,175.00"
TIOGA             ,TOWN OF SPENCER               ,4937950,"$11,089.00",$900.00,"$3,098.00","$15,087.00"
TIOGA             ,TOWN OF TIOGA                 ,4938280,"$20,167.00","$2,663.50","$4,257.50","$27,088.00"
TIOGA             ,VILLAGE OF CANDOR             ,4940720,"$3,553.00",-$40.00,"$1,333.00","$4,846.00"
TIOGA             ,VILLAGE OF OWEGO              ,4943720,"$37,414.00","$5,565.00","$13,763.00","$56,742.00"
TIOGA             ,VILLAGE OF WAVERLY            ,4945220,"$24,020.00","$1,568.00","$9,908.00","$35,496.00"
TOMPKINS          ,TOWN OF CAROLINE              ,5031310,"$40,393.50",-$10.00,"$31,509.50","$71,893.00"
TOMPKINS          ,TOWN OF DANBY                 ,5032140,"$13,254.00",$860.00,"$14,550.50","$28,664.50"
TOMPKINS          ,TOWN OF DRYDEN                ,5032400,"$112,483.00","$12,454.00","$69,156.00","$194,093.00"
TOMPKINS          ,TOWN OF ENFIELD               ,5032700,"$5,326.00",$470.00,"$5,385.00","$11,181.00"
TOMPKINS          ,TOWN OF GROTON                ,5033520,"$32,385.75","$2,262.50","$18,001.50","$52,649.75"
TOMPKINS          ,TOWN OF ITHACA                ,5034230,"$91,038.50","$7,150.00","$59,465.00","$157,653.50"
TOMPKINS          ,TOWN OF LANSING               ,5034490,"$59,475.00","$6,282.00","$34,342.50","$100,099.50"
TOMPKINS          ,TOWN OF NEWFIELD              ,5035730,"$47,108.00","$1,330.00","$49,656.00","$98,094.00"
TOMPKINS          ,TOWN OF ULYSSES               ,5038440,"$44,645.00","$4,945.00","$29,875.42","$79,465.42"
TOMPKINS          ,VILLAGE OF CAYUGA HEIGHTS     ,5040850,"$21,982.00","$1,835.00","$18,896.00","$42,713.00"
TOMPKINS          ,VILLAGE OF FREEVILLE          ,5041860,"$17,450.00",$850.00,"$9,430.00","$27,730.00"
ULSTER            ,TOWN OF DENNING               ,5132290,"$4,410.00",$27.50,"$2,072.50","$6,510.00"
ULSTER            ,TOWN OF ESOPUS                ,5132740,"$79,238.00","$3,105.00","$86,968.00","$169,311.00"
ULSTER            ,TOWN OF GARDINER              ,5133150,"$53,190.00","$7,240.00","$53,181.50","$113,611.50"
ULSTER            ,TOWN OF HARDENBURGH           ,5133710,$125.00,-$10.00,$160.00,$275.00
ULSTER            ,TOWN OF HURLEY                ,5134120,"$27,328.00","$2,055.00","$43,171.10","$72,554.10"
ULSTER            ,TOWN OF KINGSTON              ,5134400,"$125,325.50","$2,080.00","$154,350.00","$281,755.50"
ULSTER            ,TOWN OF LLOYD                 ,5134790,"$379,572.00","$38,023.00","$165,849.00","$583,444.00"
ULSTER            ,TOWN OF MARBLETOWN            ,5135090,"$24,361.00",$340.00,"$38,690.00","$63,391.00"
ULSTER            ,TOWN OF MARLBOROUGH           ,5135140,"$85,077.00","$17,647.00","$74,666.00","$177,390.00"
ULSTER            ,TOWN OF NEW PALTZ             ,5135790,"$217,668.74","$17,325.00","$221,488.00","$456,481.74"
ULSTER            ,TOWN OF OLIVE                 ,5136090,"$54,646.00","$4,840.00","$39,443.50","$98,929.50"
ULSTER            ,TOWN OF PLATTEKILL            ,5136720,"$87,993.00","$6,650.00","$105,799.00","$200,442.00"
ULSTER            ,TOWN OF ROCHESTER             ,5137170,"$57,013.00","$7,640.00","$45,759.50","$110,412.50"
ULSTER            ,TOWN OF ROSENDALE             ,5137240,"$90,767.00","$3,620.00","$80,438.00","$174,825.00"
ULSTER            ,TOWN OF SAUGERTIES            ,5137490,"$227,501.00","$17,360.00","$185,712.86","$430,573.86"
ULSTER            ,TOWN OF SHANDAKEN             ,5137680,"$45,981.00","$1,730.00","$34,089.00","$81,800.00"
ULSTER            ,TOWN OF SHAWANGUNK            ,5137700,"$25,596.00","$6,252.50","$53,112.50","$84,961.00"
ULSTER            ,TOWN OF ULSTER                ,5138430,"$558,470.00","$26,609.00","$461,385.00","$1,046,464.00"
ULSTER            ,TOWN OF WAWARSING             ,5138800,"$55,523.50","$12,656.50","$237,417.00","$305,597.00"
ULSTER            ,TOWN OF WOODSTOCK             ,5139250,"$32,100.00","$6,112.00","$37,993.00","$76,205.00"
ULSTER            ,VILLAGE OF ELLENVILLE         ,5141530,"$10,689.00","$4,255.00","$6,257.00","$21,201.00"
ULSTER            ,VILLAGE OF NEW PALTZ          ,5143410,$0.00,$240.00,"$163,110.00","$163,350.00"
ULSTER            ,VILLAGE OF SAUGERTIES         ,5144420,"$9,305.00","$3,910.00","$23,101.00","$36,316.00"
WARREN            ,TOWN OF BOLTON                ,5230800,"$34,143.00","$2,060.00","$15,191.00","$51,394.00"
WARREN            ,TOWN OF CHESTER               ,5231580,"$168,670.00","$4,363.00","$117,180.00","$290,213.00"
WARREN            ,TOWN OF HAGUE                 ,5233580,"$9,858.00",$0.00,"$6,170.00","$16,028.00"
WARREN            ,TOWN OF HORICON               ,5234020,"$2,818.00",$730.00,"$1,082.50","$4,630.50"
WARREN            ,TOWN OF JOHNSBURG             ,5234310,"$11,327.00","$3,700.00","$6,896.00","$21,923.00"
WARREN            ,TOWN OF LAKE GEORGE           ,5234463,"$142,238.00","$15,947.00","$282,964.50","$441,149.50"
WARREN            ,TOWN OF LAKE LUZERNE          ,5234466,"$13,111.00","$2,510.01","$10,305.02","$25,926.03"
WARREN            ,TOWN OF QUEENSBURY            ,5236970,"$316,170.13","$28,242.00","$388,046.00","$732,458.13"
WARREN            ,TOWN OF STONY CREEK           ,5238120,"$1,016.00",$490.00,$560.00,"$2,066.00"
WARREN            ,TOWN OF THURMAN               ,5238250,"$3,105.00",-$10.00,$737.50,"$3,832.50"
WARREN            ,TOWN OF WARRENSBURG           ,5238710,"$79,502.25","$2,680.00","$79,846.75","$162,029.00"
WASHINGTON        ,TOWN OF ARGYLE                ,5330300,"$19,370.00","$3,700.00","$12,116.00","$35,186.00"
WASHINGTON        ,TOWN OF CAMBRIDGE             ,5331130,"$2,323.00",$0.00,"$1,972.50","$4,295.50"
WASHINGTON        ,TOWN OF DRESDEN               ,5332390,"$6,305.50",-$20.00,"$3,858.50","$10,144.00"
WASHINGTON        ,TOWN OF EASTON                ,5332510,"$19,926.00","$2,890.00","$14,171.50","$36,987.50"
WASHINGTON        ,TOWN OF FORT ANN              ,5332950,"$60,300.77","$2,762.50","$54,291.50","$117,354.77"
WASHINGTON        ,TOWN OF FORT EDWARD           ,5332970,"$33,500.50","$3,400.00","$27,088.50","$63,989.00"
WASHINGTON        ,TOWN OF GRANVILLE             ,5333390,"$27,032.00","$2,923.00","$14,961.00","$44,916.00"
WASHINGTON        ,TOWN OF GREENWICH             ,5333490,"$18,290.00","$2,070.00","$11,744.50","$32,104.50"
WASHINGTON        ,TOWN OF HAMPTON               ,5333660,"$3,552.00",$675.00,"$1,730.00","$5,957.00"
WASHINGTON        ,TOWN OF HARTFORD              ,5333780,"$8,005.00","$2,060.00","$5,473.00","$15,538.00"
WASHINGTON        ,TOWN OF HEBRON                ,5333840,"$2,698.00",$420.00,"$2,007.50","$5,125.50"
WASHINGTON        ,TOWN OF JACKSON               ,5334240,"$10,767.75","$2,570.00","$7,802.25","$21,140.00"
WASHINGTON        ,TOWN OF KINGSBURY             ,5334390,"$59,165.39","$10,486.00","$38,448.75","$108,100.14"
WASHINGTON        ,TOWN OF PUTNAM                ,5336950,"$10,033.00",$0.00,"$2,485.00","$12,518.00"
WASHINGTON        ,TOWN OF SALEM                 ,5337380,"$14,637.50","$1,573.00","$5,443.50","$21,654.00"
WASHINGTON        ,TOWN OF WHITE CREEK           ,5339060,"$24,538.00","$3,063.00","$11,937.00","$39,538.00"
WASHINGTON        ,TOWN OF WHITEHALL             ,5339070,"$11,288.00","$1,395.00","$6,269.00","$18,952.00"
WASHINGTON        ,VILLAGE OF CAMBRIDGE          ,5340660,"$27,673.00","$1,992.00","$11,076.00","$40,741.00"
WASHINGTON        ,VILLAGE OF FORT EDWARD        ,5341780,"$38,726.00","$2,650.50","$28,357.50","$69,734.00"
WASHINGTON        ,VILLAGE OF GRANVILLE          ,5341990,"$23,776.00","$5,480.00","$12,377.50","$41,633.50"
WASHINGTON        ,VILLAGE OF GREENWICH          ,5342060,"$18,480.00",$234.50,"$24,080.50","$42,795.00"
WASHINGTON        ,VILLAGE OF WHITEHALL          ,5345350,"$13,792.00",$654.50,"$13,108.00","$27,554.50"
WAYNE             ,TOWN OF ARCADIA               ,5430290,"$63,685.00","$7,790.00","$33,575.00","$105,050.00"
WAYNE             ,TOWN OF BUTLER                ,5431050,"$37,908.00","$1,440.00","$15,186.00","$54,534.00"
WAYNE             ,TOWN OF GALEN                 ,5433120,"$32,899.50","$2,040.00","$18,749.71","$53,689.21"
WAYNE             ,TOWN OF HURON                 ,5434130,"$114,141.25","$3,270.00","$53,302.75","$170,714.00"
WAYNE             ,TOWN OF LYONS                 ,5434910,"$103,623.00","$2,376.00","$47,090.00","$153,089.00"
WAYNE             ,TOWN OF MACEDON               ,5434940,"$79,428.25","$5,991.50","$66,351.25","$151,771.00"
WAYNE             ,TOWN OF MARION                ,5435130,"$18,019.75","$1,315.00","$5,956.20","$25,290.95"
WAYNE             ,TOWN OF ONTARIO               ,5436120,"$105,683.95","$11,706.00","$49,221.75","$166,611.70"
WAYNE             ,TOWN OF PALMYRA               ,5436370,"$27,736.00","$1,140.00","$18,531.50","$47,407.50"
WAYNE             ,TOWN OF ROSE                  ,5437220,"$10,089.00","$3,750.00","$4,227.00","$18,066.00"
WAYNE             ,TOWN OF SAVANNAH              ,5437500,"$3,678.00","$1,650.00","$1,535.00","$6,863.00"
WAYNE             ,TOWN OF SODUS                 ,5437830,"$83,340.50","$8,030.00","$43,026.50","$134,397.00"
WAYNE             ,TOWN OF WALWORTH              ,5438670,"$40,765.50","$5,130.00","$29,372.50","$75,268.00"
WAYNE             ,TOWN OF WILLIAMSON            ,5439100,"$176,835.25","$6,317.50","$81,357.71","$264,510.46"
WAYNE             ,TOWN OF WOLCOTT               ,5439220,"$42,500.25","$1,682.50","$25,109.75","$69,292.50"
WAYNE             ,VILLAGE OF NEWARK             ,5443360,"$40,456.77","$2,850.00","$36,424.75","$79,731.52"
WAYNE             ,VILLAGE OF PALMYRA            ,5443770,"$22,512.00",$225.00,"$18,912.00","$41,649.00"
WAYNE             ,VILLAGE OF WOLCOTT            ,5445420,"$17,371.00","$1,550.00","$19,576.50","$38,497.50"
WESTCHESTER       ,TOWN OF BEDFORD               ,5530570,"$981,686.50","$16,115.00","$393,558.02","$1,391,359.52"
WESTCHESTER       ,TOWN OF CORTLANDT             ,5532030,"$178,115.00","$34,302.40","$78,254.80","$290,672.20"
WESTCHESTER       ,TOWN OF EASTCHESTER           ,5532470,"$243,362.00","$6,122.50","$987,695.50","$1,237,180.00"
WESTCHESTER       ,TOWN OF GREENBURGH            ,5533420,"$424,557.16","$28,508.00","$1,485,800.81","$1,938,865.97"
WESTCHESTER       ,TOWN OF HARRISON              ,5533770,"$480,564.00","$48,576.67","$303,152.33","$832,293.00"
WESTCHESTER       ,TOWN OF LEWISBORO             ,5534630,"$96,129.00","$8,730.00","$105,682.00","$210,541.00"
WESTCHESTER       ,TOWN OF MAMARONECK            ,5535030,"$43,523.00","$15,110.00","$145,415.00","$204,048.00"
WESTCHESTER       ,TOWN OF MOUNT KISCO           ,5535545,"$81,625.00","$9,860.00","$403,871.00","$495,356.00"
WESTCHESTER       ,TOWN OF MOUNT PLEASANT        ,5535560,"$186,940.00","$11,802.50","$315,876.00","$514,618.50"
WESTCHESTER       ,TOWN OF NEW CASTLE            ,5535700,"$139,011.00","$6,210.00","$121,639.55","$266,860.55"
WESTCHESTER       ,TOWN OF NORTH CASTLE          ,5535900,"$94,892.00","$9,245.00","$53,136.00","$157,273.00"
WESTCHESTER       ,TOWN OF NORTH SALEM           ,5536000,"$76,773.00","$14,555.00","$159,763.00","$251,091.00"
WESTCHESTER       ,TOWN OF OSSINING              ,5536220,"$142,353.00","$23,873.16","$559,959.83","$726,185.99"
WESTCHESTER       ,TOWN OF PELHAM                ,5536460,"$103,161.30","$11,127.40","$520,203.30","$634,492.00"
WESTCHESTER       ,TOWN OF POUND RIDGE           ,5536870,"$26,675.44",$0.70,"$24,698.40","$51,374.54"
WESTCHESTER       ,TOWN OF RYE                   ,5537340,"$39,145.00","$5,820.00","$155,640.00","$200,605.00"
WESTCHESTER       ,TOWN OF SCARSDALE,5537510,$0.00,$0.00,$0.00,$0.00
WESTCHESTER       ,TOWN OF SOMERS                ,5537850,"$60,550.00","$13,342.50","$103,745.50","$177,638.00"
WESTCHESTER       ,TOWN OF YORKTOWN              ,5539320,"$366,439.00","$26,852.00","$453,465.50","$846,756.50"
WESTCHESTER       ,VILLAGE OF ARDSLEY            ,5540220,"$228,774.00","$2,565.00","$402,380.00","$633,719.00"
WESTCHESTER       ,VILLAGE OF BRIARCLIFF MANOR   ,5540520,"$62,569.00","$1,270.00","$124,130.00","$187,969.00"
WESTCHESTER       ,VILLAGE OF BRONXVILLE         ,5540580,"$28,954.00","$3,585.00","$701,427.00","$733,966.00"
WESTCHESTER       ,VILLAGE OF BUCHANAN           ,5540620,"$5,800.00",$980.00,"$13,779.00","$20,559.00"
WESTCHESTER       ,VILLAGE OF CROTON-ON-HUDSON   ,5541200,"$82,546.00","$30,940.00","$213,540.00","$327,026.00"
WESTCHESTER       ,VILLAGE OF DOBBS FERRY        ,5541330,"$64,972.00","$5,170.00","$396,677.50","$466,819.50"
WESTCHESTER       ,VILLAGE OF ELMSFORD           ,5541570,"$18,876.88","$8,900.00","$46,305.00","$74,081.88"
WESTCHESTER       ,VILLAGE OF HASTINGS-ON-HUDSON ,5542180,"$45,100.00","$3,902.00","$272,859.00","$321,861.00"
WESTCHESTER       ,VILLAGE OF IRVINGTON          ,5542450,"$34,418.00","$3,145.00","$75,658.00","$113,221.00"
WESTCHESTER       ,VILLAGE OF LARCHMONT          ,5542610,"$21,779.00","$8,857.00","$126,625.00","$157,261.00"
WESTCHESTER       ,VILLAGE OF MAMARONECK         ,5542890,"$372,547.55","$30,051.15","$696,778.05","$1,099,376.75"
WESTCHESTER       ,VILLAGE OF PLEASANTVILLE      ,5543980,"$27,686.00","$1,481.00","$201,905.00","$231,072.00"
WESTCHESTER       ,VILLAGE OF PORT CHESTER       ,5544020,"$65,034.00","$22,375.50","$671,709.00","$759,118.50"
WESTCHESTER       ,VILLAGE OF SCARSDALE          ,5544450,"$53,471.00","$9,900.00","$273,388.00","$336,759.00"
WESTCHESTER       ,VILLAGE OF SLEEPY HOLLOW      ,5543530,"$21,950.00","$2,717.50","$178,593.00","$203,260.50"
WESTCHESTER       ,VILLAGE OF TARRYTOWN          ,5544850,"$124,131.00","$9,130.00","$439,615.00","$572,876.00"
WESTCHESTER       ,VILLAGE OF TUCKAHOE           ,5544920,"$42,681.00","$1,830.00","$433,161.00","$477,672.00"
WYOMING           ,TOWN OF ARCADE                ,5630280,"$7,674.00","$3,360.00","$10,034.00","$21,068.00"
WYOMING           ,TOWN OF ATTICA                ,5630370,"$6,721.00","$1,795.00","$9,741.50","$18,257.50"
WYOMING           ,TOWN OF BENNINGTON            ,5630620,"$11,178.00","$3,645.00","$8,010.00","$22,833.00"
WYOMING           ,TOWN OF CASTILE               ,5631340,"$15,715.00","$6,997.50","$12,201.00","$34,913.50"
WYOMING           ,TOWN OF COVINGTON             ,5632070,"$27,624.00","$3,617.50","$31,012.50","$62,254.00"
WYOMING           ,TOWN OF EAGLE                 ,5632450,"$2,705.45","$1,490.00","$1,855.00","$6,050.45"
WYOMING           ,TOWN OF GAINESVILLE           ,5633110,"$6,979.00","$7,497.00","$6,345.50","$20,821.50"
WYOMING           ,TOWN OF GENESEE FALLS         ,5633190,"$16,916.00","$4,460.00","$16,497.00","$37,873.00"
WYOMING           ,TOWN OF JAVA                  ,5634260,"$11,264.00","$2,880.00","$12,807.00","$26,951.00"
WYOMING           ,TOWN OF MIDDLEBURY            ,5635270,"$8,534.00","$2,568.00","$8,479.00","$19,581.00"
WYOMING           ,TOWN OF ORANGEVILLE           ,5636160,"$25,261.00","$1,216.50","$30,491.50","$56,969.00"
WYOMING           ,TOWN OF PERRY                 ,5636510,"$42,241.00","$6,515.00","$53,876.00","$102,632.00"
WYOMING           ,TOWN OF PIKE                  ,5636630,"$4,946.50","$2,520.00","$6,607.50","$14,074.00"
WYOMING           ,TOWN OF SHELDON               ,5637720,"$70,952.00","$7,858.00","$63,763.00","$142,573.00"
